class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Normal,0.47440510988235474,0.1579812616109848,-0.6960558295249939,0.9999885559082031,0.4809262752532959,0.1300775408744812,-0.6775298714637756,0.9999638795852661,0.4862609803676605,0.12895116209983826,-0.677481472492218,0.9999574422836304,0.4921419024467468,0.1281086802482605,-0.6775028109550476,0.9999496936798096,0.46220189332962036,0.13402265310287476,-0.6815603375434875,0.9999715089797974,0.45517271757125854,0.13522499799728394,-0.6816779971122742,0.9999715089797974,0.4485974907875061,0.13661929965019226,-0.6817472577095032,0.9999727010726929,0.49837011098861694,0.13626816868782043,-0.5034884810447693,0.9999228715896606,0.4347897469997406,0.14633771777153015,-0.5255733132362366,0.9999698400497437,0.48566585779190063,0.1806337833404541,-0.6256700754165649,0.9999887943267822,0.46276989579200745,0.1830178201198578,-0.6317457556724548,0.9999927282333374,0.5573049187660217,0.2786511480808258,-0.3529796302318573,0.9999399185180664,0.3759045898914337,0.27797195315361023,-0.39850080013275146,0.9999774694442749,0.5803233981132507,0.45296794176101685,-0.2478105127811432,0.9862315058708191,0.35592323541641235,0.46129411458969116,-0.3395630121231079,0.9930196404457092,0.588573157787323,0.6106388568878174,-0.36231857538223267,0.9710206985473633,0.3557503819465637,0.625262975692749,-0.43877166509628296,0.9752806425094604,0.5903863906860352,0.6585564017295837,-0.4082547128200531,0.9423377513885498,0.34557533264160156,0.6695955395698547,-0.48508214950561523,0.9492926597595215,0.5814856290817261,0.6591780185699463,-0.4582975506782532,0.9467093348503113,0.35880351066589355,0.6689186096191406,-0.5356888771057129,0.9534033536911011,0.5770284533500671,0.6476674675941467,-0.3845917880535126,0.9457602500915527,0.36519181728363037,0.6551040410995483,-0.4610981345176697,0.9522572159767151,0.5202228426933289,0.585058867931366,0.007237187121063471,0.999439537525177,0.4258182644844055,0.5976752638816833,-0.0072633856907486916,0.9996856451034546,0.5129095315933228,0.7674731016159058,0.13856394588947296,0.9821374416351318,0.422569215297699,0.7799453735351562,0.13798633217811584,0.9863195419311523,0.4906950891017914,0.885263979434967,0.5900996923446655,0.9521756172180176,0.4325827658176422,0.9115104675292969,0.5401303172111511,0.9640395045280457,0.4833548069000244,0.8973966240882874,0.6275057792663574,0.875816285610199,0.44054651260375977,0.9202244877815247,0.5734339356422424,0.8351829648017883,0.5068654417991638,0.9594120383262634,0.4937392771244049,0.9310754537582397,0.42995843291282654,0.9784563183784485,0.4139412045478821,0.9313279986381531
Normal,0.4744024872779846,0.15924276411533356,-0.6767879128456116,0.9999836683273315,0.4820592403411865,0.1320038139820099,-0.6549042463302612,0.9999533295631409,0.48806530237197876,0.13162969052791595,-0.6549195647239685,0.9999458193778992,0.4943271577358246,0.13133089244365692,-0.6549750566482544,0.9999379515647888,0.4623097777366638,0.13449718058109283,-0.6574398875236511,0.9999616146087646,0.45515933632850647,0.13557027280330658,-0.6575416326522827,0.9999610185623169,0.448295533657074,0.13683344423770905,-0.6577229499816895,0.999962329864502,0.5038868188858032,0.1423928588628769,-0.4732716679573059,0.9999111294746399,0.43480485677719116,0.1479063630104065,-0.4912918508052826,0.999961256980896,0.4862075448036194,0.1839567869901657,-0.6053406596183777,0.9999874234199524,0.46224164962768555,0.18564872443675995,-0.6103466153144836,0.9999915957450867,0.5641498565673828,0.3028397262096405,-0.331682026386261,0.9999310970306396,0.37533342838287354,0.2917883098125458,-0.3522699475288391,0.9999706745147705,0.5802354216575623,0.5014733076095581,-0.21107356250286102,0.9865131974220276,0.3542645573616028,0.4844655394554138,-0.26592010259628296,0.9922277331352234,0.5747151970863342,0.6936606168746948,-0.32285115122795105,0.9712763428688049,0.355747789144516,0.6552276611328125,-0.37817615270614624,0.9681299328804016,0.5793020129203796,0.750928521156311,-0.37314721941947937,0.9427328705787659,0.3460823893547058,0.7071018218994141,-0.41855543851852417,0.9378145337104797,0.5652683973312378,0.7554429769515991,-0.4202879071235657,0.9471189975738525,0.3601993918418884,0.7061599493026733,-0.46983012557029724,0.9430022835731506,0.5610100626945496,0.731808602809906,-0.34168741106987,0.94613116979599,0.3663940131664276,0.6874774694442749,-0.3988175392150879,0.9416877627372742,0.5183249115943909,0.6391440033912659,0.010629048570990562,0.9993405938148499,0.41723814606666565,0.6370673775672913,-0.010536589659750462,0.9995993971824646,0.48896461725234985,0.8743072152137756,0.087638258934021,0.9756339192390442,0.4210519790649414,0.8690396547317505,0.08105910569429398,0.979098379611969,0.4639747738838196,0.9874074459075928,0.5743784308433533,0.9171597361564636,0.41045188903808594,1.0503178834915161,0.4846835732460022,0.9331420660018921,0.4577139914035797,0.9972063302993774,0.6152986288070679,0.8446460366249084,0.41353392601013184,1.0682581663131714,0.518867015838623,0.7958965301513672,0.4846087396144867,1.1325480937957764,0.46186646819114685,0.8856196403503418,0.412238210439682,1.1421138048171997,0.31959089636802673,0.88841313123703
Normal,0.4400262236595154,0.17752385139465332,-0.5430173277854919,0.999981164932251,0.45009762048721313,0.1542384773492813,-0.5207879543304443,0.9999468922615051,0.4562462866306305,0.1554517149925232,-0.5207794904708862,0.9999361634254456,0.46205320954322815,0.15655086934566498,-0.5207186341285706,0.9999269247055054,0.4310283064842224,0.15022608637809753,-0.5275243520736694,0.9999589920043945,0.42357468605041504,0.14898204803466797,-0.527629017829895,0.999958336353302,0.41645368933677673,0.14801321923732758,-0.5277209877967834,0.9999601244926453,0.46629196405410767,0.16746817529201508,-0.3704156279563904,0.9998852610588074,0.4016207158565521,0.15842857956886292,-0.4033544063568115,0.999959409236908,0.44815149903297424,0.20219261944293976,-0.4859490394592285,0.9999852776527405,0.4252239763736725,0.20190104842185974,-0.4949592649936676,0.9999908208847046,0.5154764652252197,0.3047539293766022,-0.26355093717575073,0.9999178051948547,0.33742672204971313,0.3182714283466339,-0.31026893854141235,0.9999696612358093,0.5384128093719482,0.4957227110862732,-0.1566362977027893,0.9842093586921692,0.3280542492866516,0.513139009475708,-0.2615729868412018,0.9924537539482117,0.5473770499229431,0.6352856755256653,-0.23912546038627625,0.9645787477493286,0.343746155500412,0.6781700253486633,-0.34934133291244507,0.9688427448272705,0.5521659255027771,0.6878724694252014,-0.2788054645061493,0.9325971007347107,0.3398725688457489,0.7329338788986206,-0.3871312737464905,0.938811182975769,0.546106219291687,0.6833589673042297,-0.3154553472995758,0.9370250701904297,0.3581591248512268,0.7274291515350342,-0.4334200322628021,0.9438899755477905,0.5406866073608398,0.6681161522865295,-0.2558176815509796,0.937099277973175,0.36412984132766724,0.7069021463394165,-0.3686946630477905,0.9432433247566223,0.5001497864723206,0.6325914263725281,-0.00046226350241340697,0.9992852807044983,0.4075237810611725,0.6441587805747986,0.0006375245284289122,0.9995706677436829,0.49345311522483826,0.8429352641105652,0.059954963624477386,0.9749009013175964,0.41926950216293335,0.8441306352615356,0.13273759186267853,0.9739742875099182,0.5062335729598999,0.9740781188011169,0.38512301445007324,0.9133385419845581,0.42590394616127014,1.001578688621521,0.4942508637905121,0.9219057559967041,0.5015276670455933,0.9833630919456482,0.40744057297706604,0.8309348821640015,0.4407464563846588,1.0184804201126099,0.5244330167770386,0.7891320586204529,0.5206268429756165,1.063208818435669,0.2754230201244354,0.8719553351402283,0.4145813584327698,1.0802675485610962,0.3304140865802765,0.8717091679573059
Normal,0.4472382664680481,0.19633415341377258,-0.8011876940727234,0.9999687671661377,0.45871448516845703,0.16684716939926147,-0.7621163129806519,0.9999166131019592,0.4656321108341217,0.16811339557170868,-0.7621402740478516,0.9998920559883118,0.4718363285064697,0.169591024518013,-0.7622912526130676,0.999885082244873,0.4347209334373474,0.16363191604614258,-0.7692106366157532,0.9999251365661621,0.42548292875289917,0.16340689361095428,-0.769494891166687,0.9999188184738159,0.417233407497406,0.16362227499485016,-0.7698017954826355,0.9999273419380188,0.4763718247413635,0.18238307535648346,-0.5371044874191284,0.9998258948326111,0.4033892750740051,0.1796310693025589,-0.5750537514686584,0.9999319911003113,0.45972949266433716,0.2256639301776886,-0.7189702391624451,0.9999828934669495,0.4295554757118225,0.22549572587013245,-0.7295437455177307,0.999987781047821,0.5322524309158325,0.3821637034416199,-0.3747783601284027,0.9998961091041565,0.32734766602516174,0.363761305809021,-0.45382219552993774,0.9999373555183411,0.5606400370597839,0.6419817805290222,-0.27447107434272766,0.9845685958862305,0.3035309910774231,0.6023327112197876,-0.38863423466682434,0.9924102425575256,0.5596996545791626,0.8751100897789001,-0.4097564220428467,0.9639912247657776,0.2902379631996155,0.8175898194313049,-0.5266947746276855,0.9672757983207703,0.5577862858772278,0.9410068392753601,-0.46410250663757324,0.9286363124847412,0.27680376172065735,0.879021406173706,-0.5800448060035706,0.9335205554962158,0.5547052621841431,0.9429818987846375,-0.5047754049301147,0.9333285689353943,0.29228171706199646,0.8833327889442444,-0.642379105091095,0.9391931891441345,0.5464099645614624,0.9174104928970337,-0.42757779359817505,0.9348675012588501,0.29987064003944397,0.8612239956855774,-0.553260087966919,0.9394708275794983,0.49971848726272583,0.7520076036453247,0.004063946194946766,0.9993119239807129,0.37881341576576233,0.7558126449584961,-0.0038826088421046734,0.9995483756065369,0.4869878888130188,1.0290358066558838,0.012220421805977821,0.9166000485420227,0.34256771206855774,1.0487195253372192,-0.028480086475610733,0.9322968125343323,0.48750385642051697,1.2239000797271729,0.6561000943183899,0.8237280249595642,0.37948110699653625,1.1817883253097534,0.6775089502334595,0.8309788107872009,0.4819818437099457,1.250427484512329,0.717372477054596,0.7505983710289001,0.39336544275283813,1.1952472925186157,0.7466633915901184,0.7122552394866943,0.49660977721214294,1.3303236961364746,0.5490168333053589,0.7863597869873047,0.379727303981781,1.2831929922103882,0.5757195353507996,0.7861565947532654
Normal,0.43844252824783325,0.1945696324110031,-0.611416220664978,0.9999678134918213,0.44964295625686646,0.16892050206661224,-0.5944923162460327,0.9999154210090637,0.45582613348960876,0.17017503082752228,-0.5944110751152039,0.9998923540115356,0.46085405349731445,0.17131049931049347,-0.5943719744682312,0.9998819231987,0.42826271057128906,0.16598497331142426,-0.6023880839347839,0.9999263882637024,0.4206294119358063,0.16540509462356567,-0.6024940609931946,0.9999217987060547,0.4132177233695984,0.16504041850566864,-0.6026573181152344,0.9999293088912964,0.46602949500083923,0.18159794807434082,-0.4439913332462311,0.9998180866241455,0.40048250555992126,0.17667341232299805,-0.48394760489463806,0.9999353885650635,0.4501858353614807,0.22217440605163574,-0.5520749092102051,0.999981164932251,0.42295974493026733,0.22171974182128906,-0.5628480911254883,0.9999873638153076,0.5178636312484741,0.3673253357410431,-0.3367551267147064,0.9998871684074402,0.3320414423942566,0.3422321677207947,-0.3769999146461487,0.9999404549598694,0.5414606332778931,0.5318923592567444,-0.25158852338790894,0.9822389483451843,0.3136783242225647,0.5585983395576477,-0.3189282715320587,0.9926087856292725,0.5461438298225403,0.6645600199699402,-0.3517862856388092,0.9544342160224915,0.2972436547279358,0.7926121354103088,-0.38300108909606934,0.9680125713348389,0.5502142310142517,0.7142692804336548,-0.39746734499931335,0.9161880612373352,0.31320685148239136,0.8251569271087646,-0.41494274139404297,0.9348058700561523,0.5466222763061523,0.7137775421142578,-0.43069028854370117,0.9211841225624084,0.33186835050582886,0.8498064279556274,-0.46239352226257324,0.9403960704803467,0.5393454432487488,0.6954337954521179,-0.3694916367530823,0.9251925945281982,0.3367125391960144,0.8340771198272705,-0.4020639955997467,0.9413104057312012,0.49886661767959595,0.7073367834091187,-0.015490327961742878,0.9992236495018005,0.38533249497413635,0.7055882215499878,0.01586463674902916,0.999469518661499,0.4929172098636627,0.967006266117096,0.01952054724097252,0.920477032661438,0.39868152141571045,0.9270111322402954,0.17239166796207428,0.9068869352340698,0.5022194981575012,1.0837568044662476,0.24191465973854065,0.8098694682121277,0.41998815536499023,1.006133794784546,0.5264997482299805,0.7978212833404541,0.48967641592025757,1.118717074394226,0.25397300720214844,0.7317128777503967,0.43183332681655884,1.0132482051849365,0.5519201755523682,0.6977344155311584,0.5002418160438538,1.180822730064392,0.1245645061135292,0.7551678419113159,0.39122456312179565,1.0548080205917358,0.4603320062160492,0.7475050687789917
Normal,0.4429076611995697,0.19812093675136566,-0.5941463708877563,0.9999660849571228,0.4536382555961609,0.1730392873287201,-0.5723589658737183,0.9999132752418518,0.4600343704223633,0.17462611198425293,-0.5723887085914612,0.9998917579650879,0.4656859338283539,0.17610390484333038,-0.5723803043365479,0.9998785257339478,0.43282604217529297,0.16903156042099,-0.5819953083992004,0.9999251365661621,0.4250813126564026,0.16793814301490784,-0.5821075439453125,0.9999218583106995,0.41745081543922424,0.16719065606594086,-0.5822566151618958,0.999927818775177,0.47251200675964355,0.18665973842144012,-0.40294235944747925,0.9998137950897217,0.40414562821388245,0.1776505410671234,-0.4545600414276123,0.9999353289604187,0.45394229888916016,0.22437089681625366,-0.5272201299667358,0.9999786615371704,0.4279887080192566,0.22277751564979553,-0.5412646532058716,0.9999860525131226,0.5221686363220215,0.34863078594207764,-0.27360817790031433,0.9998773336410522,0.33768704533576965,0.3377476632595062,-0.3422583043575287,0.9999374151229858,0.5433902740478516,0.5268228650093079,-0.13883744180202484,0.9789985418319702,0.32018131017684937,0.5431123971939087,-0.27971699833869934,0.9926075339317322,0.5458952188491821,0.6484604477882385,-0.22437115013599396,0.9509482979774475,0.3142395615577698,0.7510194182395935,-0.3658636212348938,0.968616783618927,0.5514611005783081,0.6987994909286499,-0.262931227684021,0.9126889109611511,0.3285122215747833,0.7868222594261169,-0.4038301110267639,0.9364843368530273,0.5458701252937317,0.6940403580665588,-0.30512088537216187,0.9178436398506165,0.34621232748031616,0.8036847710609436,-0.45250779390335083,0.9419856667518616,0.5385695099830627,0.6745275259017944,-0.24277755618095398,0.9219716191291809,0.35201507806777954,0.7853571772575378,-0.3857279419898987,0.9431435465812683,0.5007978677749634,0.6822572946548462,-0.012926350347697735,0.9990758299827576,0.3932264447212219,0.6909221410751343,0.013826929032802582,0.9993026852607727,0.5103276968002319,0.9141310453414917,0.013849983923137188,0.9090806245803833,0.4268612861633301,0.9026901721954346,0.1322745829820633,0.8786265850067139,0.5105065703392029,1.0552761554718018,0.3583219349384308,0.7652124166488647,0.4278450906276703,0.9969995021820068,0.46011656522750854,0.7480394244194031,0.5034350156784058,1.0757797956466675,0.3857192099094391,0.6974833011627197,0.43654799461364746,0.9920815229415894,0.49104753136634827,0.6576265096664429,0.5145695209503174,1.148955225944519,0.271239697933197,0.7039293050765991,0.4078315198421478,1.1164085865020752,0.35975077748298645,0.6926812529563904
Normal,0.4466843008995056,0.20705781877040863,-0.6227952837944031,0.9999566674232483,0.4561282992362976,0.18174538016319275,-0.5964772701263428,0.9998931884765625,0.46193861961364746,0.18290577828884125,-0.596174418926239,0.9998703598976135,0.4675992429256439,0.1841626614332199,-0.5959476232528687,0.9998509287834167,0.4348887503147125,0.1763431429862976,-0.6042032837867737,0.9999083876609802,0.4270421862602234,0.17448367178440094,-0.6042422652244568,0.9999072551727295,0.41984257102012634,0.17331010103225708,-0.6041865348815918,0.9999133348464966,0.47513246536254883,0.19549283385276794,-0.4348563551902771,0.9997788071632385,0.4071916937828064,0.18245543539524078,-0.4701007902622223,0.9999215602874756,0.45831847190856934,0.23286627233028412,-0.5620211362838745,0.9999688863754272,0.4321432113647461,0.2295699268579483,-0.57140052318573,0.9999802708625793,0.5288616418838501,0.3427685797214508,-0.2968652844429016,0.9998409152030945,0.34174349904060364,0.3379284739494324,-0.35840433835983276,0.999929666519165,0.547795832157135,0.5291723608970642,-0.18491075932979584,0.9731609225273132,0.32343679666519165,0.541390061378479,-0.29007798433303833,0.9912437796592712,0.5503416657447815,0.651724636554718,-0.28421634435653687,0.9366691708564758,0.3172556161880493,0.7286447882652283,-0.38531702756881714,0.9645784497261047,0.5540451407432556,0.7010510563850403,-0.3277438282966614,0.8961232900619507,0.3293330669403076,0.7697702646255493,-0.4234068989753723,0.9312910437583923,0.5479779243469238,0.6982803344726562,-0.36999577283859253,0.9019744992256165,0.3461953401565552,0.7784899473190308,-0.4743809700012207,0.9374051094055176,0.5405782461166382,0.6763378977775574,-0.3028852343559265,0.9071297645568848,0.3520556092262268,0.7613385319709778,-0.4064468741416931,0.9392611980438232,0.5011236071586609,0.686161458492279,-0.008710033260285854,0.9986595511436462,0.3942086398601532,0.6922729015350342,0.009332920424640179,0.9989907741546631,0.5191826820373535,0.9165688157081604,0.0034979875199496746,0.8849105834960938,0.42965808510780334,0.9129608273506165,0.0598498210310936,0.8457083106040955,0.510144829750061,1.0466407537460327,0.4485635757446289,0.7100633382797241,0.4280126094818115,1.000519037246704,0.42963504791259766,0.6984652876853943,0.5067554712295532,1.0625463724136353,0.48480409383773804,0.654244065284729,0.4356776773929596,0.9932159185409546,0.4633505940437317,0.6155776381492615,0.514618992805481,1.135564923286438,0.348174512386322,0.6481590270996094,0.4084409177303314,1.1463909149169922,0.3038249611854553,0.6398833990097046
Normal,0.4617246091365814,0.20266345143318176,-0.6324626207351685,0.9999537467956543,0.47279858589172363,0.1778469830751419,-0.6082001328468323,0.9998887777328491,0.4795651435852051,0.17901140451431274,-0.6082069873809814,0.9998682141304016,0.48555660247802734,0.18025082349777222,-0.608312726020813,0.9998486042022705,0.4511807858943939,0.1740422397851944,-0.6061338186264038,0.9999029040336609,0.44372791051864624,0.17299427092075348,-0.6060553193092346,0.9999029040336609,0.43671125173568726,0.1723625659942627,-0.6059601902961731,0.9999081492424011,0.49232038855552673,0.19214223325252533,-0.43903207778930664,0.9997814893722534,0.4280928075313568,0.1820065975189209,-0.48569947481155396,0.9999156594276428,0.4727068841457367,0.22813688218593597,-0.5643278956413269,0.9999668002128601,0.44656258821487427,0.22660206258296967,-0.5800999402999878,0.9999781847000122,0.5472903251647949,0.3428457975387573,-0.3037622570991516,0.9998208284378052,0.3567929267883301,0.3401336073875427,-0.34403496980667114,0.9999220967292786,0.5639162063598633,0.5443432927131653,-0.1964142769575119,0.9727818965911865,0.3342040181159973,0.5407119393348694,-0.23273146152496338,0.9907838702201843,0.5741007924079895,0.7154361605644226,-0.29585376381874084,0.934546172618866,0.3223225176334381,0.7184780240058899,-0.3257826566696167,0.9633327722549438,0.5813037753105164,0.7663067579269409,-0.3384922742843628,0.8928282856941223,0.32616931200027466,0.7627443671226501,-0.36014994978904724,0.9297043681144714,0.5736300349235535,0.7720415592193604,-0.38612934947013855,0.8991531133651733,0.33822593092918396,0.771759033203125,-0.4177779257297516,0.9362720847129822,0.5673675537109375,0.7517136335372925,-0.3157314658164978,0.9041488170623779,0.3444090485572815,0.7513325214385986,-0.3499692678451538,0.9380704164505005,0.5197081565856934,0.6922556757926941,-0.008482325822114944,0.9982016682624817,0.40893593430519104,0.6940472722053528,0.009094906970858574,0.9986816048622131,0.5402302145957947,0.9312125444412231,-0.004628951195627451,0.8728300929069519,0.43541771173477173,0.9240348935127258,0.003385393414646387,0.8382552862167358,0.5264176726341248,1.0966275930404663,0.4486296772956848,0.668459951877594,0.43216824531555176,1.1195968389511108,0.3487352728843689,0.6634597182273865,0.5221653580665588,1.1151988506317139,0.48590773344039917,0.6166588664054871,0.4357381761074066,1.1403918266296387,0.37751635909080505,0.5761093497276306,0.53205406665802,1.1859691143035889,0.34580081701278687,0.6032132506370544,0.4270959794521332,1.2100306749343872,0.1889362633228302,0.5973157286643982
Normal,0.48157304525375366,0.20101919770240784,-0.6311259865760803,0.9999532699584961,0.4930190145969391,0.1761612892150879,-0.6086140871047974,0.9998896718025208,0.50041264295578,0.17754194140434265,-0.6086793541908264,0.9998708963394165,0.5068601369857788,0.17888396978378296,-0.6087875962257385,0.9998522400856018,0.4695378839969635,0.17269912362098694,-0.6115732192993164,0.99990314245224,0.46193814277648926,0.17208068072795868,-0.6116707921028137,0.9999027848243713,0.45534515380859375,0.1717473566532135,-0.6117598414421082,0.9999068975448608,0.5128144025802612,0.1914629489183426,-0.4324091374874115,0.999789834022522,0.4461590349674225,0.18250121176242828,-0.46063971519470215,0.9999147057533264,0.49354085326194763,0.22716468572616577,-0.5610807538032532,0.999966025352478,0.4651774764060974,0.22640177607536316,-0.5694533586502075,0.9999772906303406,0.5669957399368286,0.3417430818080902,-0.30592724680900574,0.9998109340667725,0.37212565541267395,0.34272363781929016,-0.3125033974647522,0.9999134540557861,0.5923200249671936,0.5457978844642639,-0.186147078871727,0.9737484455108643,0.3412383794784546,0.5394295454025269,-0.20928040146827698,0.9903475046157837,0.5994759202003479,0.7293581366539001,-0.2575676739215851,0.9359967708587646,0.3250933885574341,0.7131470441818237,-0.2900350093841553,0.9611905217170715,0.6077790260314941,0.7871615290641785,-0.29334557056427,0.8944598436355591,0.3251059949398041,0.7589954137802124,-0.318416953086853,0.9265003800392151,0.5961073637008667,0.7911078333854675,-0.3408673107624054,0.9008303284645081,0.3373342752456665,0.7682899236679077,-0.3758646845817566,0.9336676001548767,0.589560866355896,0.7725775837898254,-0.27609550952911377,0.9056851863861084,0.34391358494758606,0.746150016784668,-0.313821017742157,0.9357677698135376,0.5347370505332947,0.6985123157501221,-0.007169317454099655,0.9975520372390747,0.42290157079696655,0.7019183039665222,0.007639100309461355,0.9981786012649536,0.5470384359359741,0.9345309138298035,-0.015251177363097668,0.8660823106765747,0.44810566306114197,0.9416437745094299,-0.0020094127394258976,0.8348256945610046,0.5412636995315552,1.1346182823181152,0.33171337842941284,0.636316180229187,0.45505985617637634,1.1552109718322754,0.28812986612319946,0.6329565644264221,0.5365756154060364,1.1591249704360962,0.357077419757843,0.5843420028686523,0.4583055377006531,1.17958664894104,0.3104393482208252,0.5412569046020508,0.5528527498245239,1.221563696861267,0.2170223742723465,0.5631607174873352,0.4509400427341461,1.2411564588546753,0.12838482856750488,0.5580308437347412
Normal,0.5012538433074951,0.2073090672492981,-0.6898441910743713,0.9999528527259827,0.5119823813438416,0.18174882233142853,-0.6640540361404419,0.999890923500061,0.5192039012908936,0.18230988085269928,-0.6641886830329895,0.999873697757721,0.5254113078117371,0.18316932022571564,-0.6643548011779785,0.9998559951782227,0.48776498436927795,0.1791573166847229,-0.6692403554916382,0.9999028444290161,0.47922205924987793,0.17883411049842834,-0.6693294048309326,0.9999019503593445,0.47259849309921265,0.17872248589992523,-0.6694664359092712,0.9999048709869385,0.5304696559906006,0.19521021842956543,-0.4505991041660309,0.9997987747192383,0.46231546998023987,0.18916253745555878,-0.4817432761192322,0.9999125003814697,0.5134018063545227,0.23292843997478485,-0.6068631410598755,0.9999656677246094,0.48352551460266113,0.23393484950065613,-0.615838885307312,0.9999762177467346,0.5841621160507202,0.3478846549987793,-0.313110888004303,0.9998052716255188,0.3905002474784851,0.34727340936660767,-0.3315514922142029,0.9999008178710938,0.6109923124313354,0.5580321550369263,-0.18002447485923767,0.9749650955200195,0.3523606061935425,0.5395678281784058,-0.2324182242155075,0.9895797967910767,0.6266088485717773,0.7571465373039246,-0.2793905735015869,0.9382856488227844,0.3262869715690613,0.7073355317115784,-0.3378300964832306,0.9587870240211487,0.6334220767021179,0.8147541880607605,-0.32059940695762634,0.896957516670227,0.32390984892845154,0.7553969621658325,-0.37348711490631104,0.9228004813194275,0.62181156873703,0.8161132335662842,-0.3690696656703949,0.903492271900177,0.3354530930519104,0.762156069278717,-0.4130263924598694,0.9307153224945068,0.6164453625679016,0.8001407980918884,-0.3003937005996704,0.9079336524009705,0.34267351031303406,0.7409732937812805,-0.3593183159828186,0.9326837062835693,0.5410760641098022,0.7108554244041443,-0.005677105393260717,0.9969584345817566,0.4293155074119568,0.7121011018753052,0.006211156956851482,0.9975610375404358,0.5495553016662598,0.9486464858055115,-0.01832740195095539,0.8621715307235718,0.4483012557029724,0.9598686695098877,-0.006680847145617008,0.8333715200424194,0.5486776828765869,1.1765294075012207,0.37592607736587524,0.6071422100067139,0.45328348875045776,1.1879557371139526,0.35205748677253723,0.6006948351860046,0.5438193082809448,1.2023673057556152,0.40484943985939026,0.5526609420776367,0.4566449224948883,1.2139898538589478,0.3811452388763428,0.5086881518363953,0.558302104473114,1.264654278755188,0.23670049011707306,0.5258015990257263,0.4491463303565979,1.2711702585220337,0.17967946827411652,0.5204609036445618
